"ID","Label","Level","Implement"
"_3","3 System Requirements Sp...","1","FALSE"
"_3.1","3.1 Modification History","2","FALSE"
"_3.1_BrLeft_2_BrRight_","3.1[2]","2","FALSE"
"_3.1_BrLeft_2_BrRight_._BrLeft_t_BrRight__Star_","3.1[2].[t]*","3","FALSE"
"_3.2","3.2 Table of Contents","2","FALSE"
"_3.3","3.3 Introduction","2","FALSE"
"_3.3.1","3.3.1 Scope and purpose","3","FALSE"
"_3.3.1.1","3.3.1.1 The chapter 3, Princip...","4","TRUE"
"_3.3.1.2","3.3.1.2 The principles define ...","4","TRUE"
"_3.3.1.3","3.3.1.3 The chapter is divided...","4","TRUE"
"_3.3.1.4","3.3.1.4 Notes, Justifications ...","4","FALSE"
"_3.4","3.4 Balise configuration a...","2","FALSE"
"_3.4.1","3.4.1 Balise Configurations ...","3","FALSE"
"_3.4.1.1","3.4.1.1 A balise group shall c...","4","TRUE"
"_3.4.1.2","3.4.1.2 In every balise shall ...","4","TRUE"
"_3.4.1.2.a","3.4.1.2.a The internal number (f...","5","TRUE"
"_3.4.1.2.b","3.4.1.2.b The number of balises ...","5","TRUE"
"_3.4.1.2.c","3.4.1.2.c The balise group ident...","5","TRUE"
"_3.4.1.3","3.4.1.3 The internal number of...","4","FALSE"
"_3.4.2","3.4.2 Balise Co-ordinate System","3","FALSE"
"_3.4.2.1","3.4.2.1 PLACEHOLDER REQUIREMEN...","4","FALSE"
"_3.4.2.1.1","3.4.2.1.1 Every balise group has...","5","TRUE"
"_3.4.2.1.2","3.4.2.1.2 The orientation of the...","5","TRUE"
"_3.4.2.2","3.4.2.2 Balise groups composed...","4","FALSE"
"_3.4.2.2.1","3.4.2.2.1 The origin of the co-o...","5","TRUE"
"_3.4.2.2.2","3.4.2.2.2 The nominal direction ...","5","TRUE"
"_3.4.2.2.2_BrLeft_2_BrRight_","3.4.2.2.2[2]","5","FALSE"
"_3.4.2.2.2_BrLeft_2_BrRight_._BrLeft_f_BrRight_1","3.4.2.2.2[2].[f]1","6","FALSE"
"_3.4.2.2.2_BrLeft_2_BrRight_._BrLeft_f_BrRight_1.C","3.4.2.2.2[2].[f]1.C Figure 1: Orientation ...","7","FALSE"
"_3.4.2.3","3.4.2.3 Balise groups composed...","4","FALSE"
"_3.4.2.3.1","3.4.2.3.1 Note: Balise groups co...","5","FALSE"
"_3.4.2.3.1_BrLeft_2_BrRight_","3.4.2.3.1[2]","5","FALSE"
"_3.4.2.3.1_BrLeft_2_BrRight_._BrLeft_f_BrRight_1a","3.4.2.3.1[2].[f]1a","6","FALSE"
"_3.4.2.3.1_BrLeft_2_BrRight_._BrLeft_f_BrRight_1a.C","3.4.2.3.1[2].[f]1a.C Figure 1a: Single bali...","7","FALSE"
"_3.4.2.3.2","3.4.2.3.2 Level 1:","5","FALSE"
"_3.4.2.3.2.1","3.4.2.3.2.1 The assignment of the ...","6","TRUE"
"_3.4.2.3.2.2","3.4.2.3.2.2 For balise groups cons...","6","TRUE"
"_3.4.2.3.2.2_BrLeft_2_BrRight_","3.4.2.3.2.2[2]","6","FALSE"
"_3.4.2.3.2.2_BrLeft_2_BrRight_._BrLeft_f_BrRight_2","3.4.2.3.2.2[2].[f]2","7","FALSE"
"_3.4.2.3.2.2_BrLeft_2_BrRight_._BrLeft_f_BrRight_2.C","3.4.2.3.2.2[2].[f]2.C Figure 2: Assignment o...","8","FALSE"
"_3.4.2.3.2.3","3.4.2.3.2.3 The reference for the ...","6","TRUE"
"_3.4.2.3.3","3.4.2.3.3 Level 2/3:","5","FALSE"
"_3.4.2.3.3.1","3.4.2.3.3.1 If the ERTMS/ETCS on-b...","6","TRUE"
"_3.4.2.3.3.1.1","3.4.2.3.3.1.1 Note: Receiving this t...","7","FALSE"
"_3.4.2.3.3.2","3.4.2.3.3.2 When a single balise g...","6","FALSE"
"_3.4.2.3.3.3","3.4.2.3.3.3 If the “previous LRBG ...","6","FALSE"
"_3.4.2.3.3.4","3.4.2.3.3.4 If a new single balise...","6","FALSE"
"_3.4.2.3.3.4_BrLeft_2_BrRight_","3.4.2.3.3.4[2]","6","FALSE"
"_3.4.2.3.3.4_BrLeft_2_BrRight_._BrLeft_f_BrRight_2a","3.4.2.3.3.4[2].[f]2a","7","FALSE"
"_3.4.2.3.3.4_BrLeft_2_BrRight_._BrLeft_f_BrRight_2a.C","3.4.2.3.3.4[2].[f]2a.C Figure 2a: Position re...","8","FALSE"
"_3.4.2.3.3.5","3.4.2.3.3.5 If a single balise gro...","6","TRUE"
"_3.4.2.3.3.6","3.4.2.3.3.6 The assignment of a co...","6","TRUE"
"_3.4.2.3.3.6.1","3.4.2.3.3.6.1 Note: From the sequenc...","7","FALSE"
"_3.4.2.3.3.6.1_BrLeft_2_BrRight_","3.4.2.3.3.6.1[2]","7","FALSE"
"_3.4.2.3.3.6.1_BrLeft_2_BrRight_._BrLeft_f_BrRight_2b","3.4.2.3.3.6.1[2].[f]2b","8","FALSE"
"_3.4.2.3.3.6.1_BrLeft_2_BrRight_._BrLeft_f_BrRight_2b.C","3.4.2.3.3.6.1[2].[f]2b.C Figure 2b: Example for...","9","FALSE"
"_3.4.2.3.3.7","3.4.2.3.3.7 For single balise grou...","6","TRUE"
"_3.4.2.3.3.7.1","3.4.2.3.3.7.1 Note: For a single bal...","7","FALSE"
"_3.4.2.3.3.8","3.4.2.3.3.8 A co-ordinate system a...","6","TRUE"
"_3.4.2.3.3.8.1","3.4.2.3.3.8.1 Note: If a single bali...","7","FALSE"
"_3.4.2.4","3.4.2.4 Balise groups composed...","4","FALSE"
"_3.4.2.4.1","3.4.2.4.1 A group of two balises...","5","TRUE"
"_3.4.3","3.4.3 Balise Information Typ...","3","FALSE"
"_3.4.3.1","3.4.3.1 In level 1, all inform...","4","TRUE"
"_3.4.3.2","3.4.3.2 A balise may contain d...","4","TRUE"
"_3.4.3.2.a","3.4.3.2.a Non-infill","5","TRUE"
"_3.4.3.2.b","3.4.3.2.b Intentionally deleted","5","FALSE"
"_3.4.3.2.c","3.4.3.2.c Infill.","5","TRUE"
"_3.4.3.2.1","3.4.3.2.1 Intentionally deleted.","5","FALSE"
"_3.4.3.2.2","3.4.3.2.2 Note: Infill informati...","5","FALSE"
"_3.4.3.3","3.4.3.3 Some information shall...","4","TRUE"
"_3.4.4","3.4.4 Linking","3","FALSE"
"_3.4.4.1","3.4.4.1 Introduction","4","FALSE"
"_3.4.4.1.1","3.4.4.1.1 Aim of linking:","5","TRUE"
